Product Name,Review,Rating
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",It is not touch screen. I am highly dissatisfied. I wanted it to be touch screen,1
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","this laptop does not have ""screen-touch"" features at all that i know of.",4
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",Would not power on,1
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",Ok mas o menos buena,4
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",Such a cheap piece of trash. DO NOT BUY!!!! Did not even have a honeymoon phase with this piece of junk. If you enjoy anger and frustration this is the laptop for you,1
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","At friend of mine want to get me a new laptop for school and I choose this one. It says that its a Pavilion but when I look at the specifications of the laptop, it was a HP notebook. But I did get the 16 gb of ram and 1 tb of storage like I ask for. Also Windows 11 is in s mode when you get it, its not the normal windows 11.  Also the processor is 1.10 GHz. It works for what I need it for but I was disappointed I didn't get a pavilion but at least I have a working laptop!",4
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","2022 HP 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 32GB RAM, 1TB (hp laptop 15-dw0083wm). On Amazon website, the description is Pavillion, but it is Not! It is a HP Notebook series. I own this laptop for 2 months at the time of this review. After you get pass the startup/set up and registering your laptop... It's Awesome! After you press the power button, up and running in 30 seconds! Oh!! BIG ISSUSE is no Security is installed so you will need to download/install Security before you start surfing the net. Yes, there HP security, but it is minimal. It does have Widows 11. I have not found it to be that much different for Windows 10. Yes, icon is in different locations with a different look. But still work the same. It's does come with Office 365 with a 30-day trial. After that you need to pay a subscription. I suggest you download Libre Office. Works the same way and I found no issues with Libre (so far). The battery life last for hours and recharge quickly. It is NOT touchscreen, just add a mouse or better yet, a wireless mouse. Works just fine! The laptop weighs 3.64 lbs. so light to take just about anywhere, like an airplane and I have. I feel it is a lot of laptop for the price. 32GB Ram and 1TB is a big Plus!",5
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","Now that my son has used the computer for a few months, I can say that it was well worth the price paid. HP computers and accessories have always been reliable for me. My son loved the color, and I was able to find a red mouse to match. He wanted a gaming computer, but that just wasn't in the budget. He has been able to play most of the games he plays on PC with no issues. A very nice, inexpensive laptop, and it's doing what we wanted it to do. I'm hoping it lasts as long as his last HP laptop did.",5
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",Not the biggest fan. I wish I didn’t waste my money on it. It doesn’t seem very new at all. Graphics look outdated. Everything works fine just bummed about the quality.,3
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","Excelent Buy..... I absolutely love this computer. It is very stylish, fast, perfect for what I need.",5
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","Receive the laptop in only 2 days, arrived very quick.  Was exactly what I ordered.",5
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","No me agrado q el producto haya llegado en una caja con otras especificaciones que no eran la de la máquina, la batería no dura las 12 horas como decía en las especificaciones",5
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",I purchase this computer one month ago. I am very pleased with my purchase. I am happy with the deciision I made. Because I really couldn't afford to spend lots of money on a new laptop.,5
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",Color is beautiful. Works great.,5
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","I like this laptop a lot. Really fast, does everything I need it to and looks nice while doing it!",5
"HP Pavilion 17 Laptop, 17.3"" HD+ Anti-Glare Screen, AMD Athlon Gold 3150U Processor, 32 GB RAM,1TB PCIe NVMe SSD, Long Battery Life, Webcam, Mics, WiFi, Windows 11 Home, Silver","I received the laptop in a timely manner. (Ordered April 27, 2023 and received on April 30, 2023.) The laptop, however, did not come in an HP box with the typical HP inserts/booklet(s) and instructions; it was instead packaged in a plain, brown box with only the laptop and power cord inside. When registering the laptop with HP, they notified me that the original HP warranty for this laptop expired on January 21, 2023 - months before I ordered and received it.",1
"HP Pavilion 17 Laptop, 17.3"" HD+ Anti-Glare Screen, AMD Athlon Gold 3150U Processor, 32 GB RAM,1TB PCIe NVMe SSD, Long Battery Life, Webcam, Mics, WiFi, Windows 11 Home, Silver",Nothing,1
"HP Premium 14-inch HD Thin and Light Laptop, Intel Dual-Core Processor, 8GB RAM, 64GB Storage, Long Battery Life, Webcam, Bluetooth, HDMI, Wi-Fi, Snow White, Windows 11 + 1 Year Microsoft 365","I wanted a lightweight windows laptop that I could use when traveling. I want to move photos from various camera memory cards to external hard drives so that I can reuse the cards. That's all I want it for, and this will suit that need. It is slow, I even bumped up the memory to 32 GB. But for my needs, it is okay. And it is indeed very light and thin. Perfect to put in a carry-on without weighing it down.",4
"HP Premium 14-inch HD Thin and Light Laptop, Intel Dual-Core Processor, 8GB RAM, 64GB Storage, Long Battery Life, Webcam, Bluetooth, HDMI, Wi-Fi, Snow White, Windows 11 + 1 Year Microsoft 365",I love the color. Easy to use. Smaller than expected but I didnt measure so my bad. 🤦🏻‍♀️,4
"HP Premium 14-inch HD Thin and Light Laptop, Intel Dual-Core Processor, 8GB RAM, 64GB Storage, Long Battery Life, Webcam, Bluetooth, HDMI, Wi-Fi, Snow White, Windows 11 + 1 Year Microsoft 365","I didn’t realize this was so much smaller than my old laptop, but I like the focus factor of this smaller size. The screen is clear and bright, the battery lasts about two days, and it charges quickly. It’s light and easily portable. Definitely worth it for documents and streaming.",5
"HP Premium 14-inch HD Thin and Light Laptop, Intel Dual-Core Processor, 8GB RAM, 64GB Storage, Long Battery Life, Webcam, Bluetooth, HDMI, Wi-Fi, Snow White, Windows 11 + 1 Year Microsoft 365","How do I know that?  Because I presume you gave at least one of them a nickel.  It's the same 14"" lap that I've been buying for years, whoa!  Except they took away the backlit keyboard!  And it still has only two USB ports on one side, placed too close together to put most Flash drives in at the same time.  If you stick your ear on the left side of the board, I swear you can hear crickets - one lonely Micro SD slot.  And thank goodness for that because buying a 512 card is the only way you're ever going to get enough hard memory to run the thing, seriously 22Gs available.  Look, I'm all for the hiring of lower order primates, but make sure they can do the job.As for the stupidity of Windows 11 compared with the functionality of 10, suffice it to say ""NO 'MOVE to' Tab""?  What?  Do you people even use your own product?  Cuz' it seems like you're using too much of Heisenberg's.  I'll let you people discover for yourselves all the unnecessarily added and misdirected changes these vapid cold-earth wanderers found of value in putting out this atrocity of an OS.  Let me just leave you all with a little anecdote which I believe man of you can relate to regarding the miracle of S-mode, which I'm certain many of you have determined what expletive that letter stands for.I wanted to put on OpenOffice as my word processor, a program I have used and trusted for many years.  It's free and easy to use without any advertisements or gimmicks.  Still not on the list.  Edge told me no.  So being lazy, I went online just to check the path to do so.  I'd tell you all the wrong information MS lists as how to do it at their very unhelpful website and all the shady, blathering tech sites I had to visit, but I honestly can't remember them all.  Something to do with apps and activation, nothing close to MS's instructions, wound up getting directed to the store, had to ""GET"" out of S mode.  Did it, got my half the memory, all the good bells and whistles without all the Word junk, free word-processing program and went on my way.Next task I spotted was a problem with a restart necessary to fix a security problem.  Ok, no prob there.  Went to check security again, got a notification that my app security had a problem.  Seems someone had turned off the S mode which as we are all told banishes you outside the gates of MSlandia into a world of certain darkness, evil clowns, and bats.  Complete hysteria (cats and dogs living together, that sort of thing.  If Bill Gates ever gets a tattoo, it'll say S-Mode or Die.Well then what was this simple two-step solution in my security notification area?  You got it.  It wanted me to turn S-mode back on and I did.  Because.... whatever.  Windows could much easier just tell you the app you're about to download isn't on the list and please check the MS store first, if not giving you a list of suggested replacements.  Nope, rigamarole.I paid $400 plus tax which is about twice what I figured I should pay for a keyboard that ISN'T EVEN BACKLIT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",2
"HP Premium 14-inch HD Thin and Light Laptop, Intel Dual-Core Processor, 8GB RAM, 64GB Storage, Long Battery Life, Webcam, Bluetooth, HDMI, Wi-Fi, Snow White, Windows 11 + 1 Year Microsoft 365","I really should have paid attention to the processor before I bought this. It’s way too slow for me to use for work. I wound up giving it to a family member who didn’t need to do more than the most basic stuff. (Really regret throwing out the box before I tested it out!) It’s a shame because it’s a pretty little laptop that types smoothly. But if you need to do anything besides basic word processing, it’s probably not a good fit.",3
"HP Premium 14-inch HD Thin and Light Laptop, Intel Dual-Core Processor, 8GB RAM, 64GB Storage, Long Battery Life, Webcam, Bluetooth, HDMI, Wi-Fi, Snow White, Windows 11 + 1 Year Microsoft 365","This laptop is compact, lightweight, and easy to set up and use. My biggest worry is that it may not last as long as I would like since it was not expensive, and perhaps lower quality mechanicals were used.  I am 83 years old and love computers;  used a computer in my work at Yale University starting in 1983.  So very different today. In conclusion, if you want a laptop with these qualities, buy this one! Now I need a printer that actually works.  Not easy to find.",4
"HP Premium 14-inch HD Thin and Light Laptop, Intel Dual-Core Processor, 8GB RAM, 64GB Storage, Long Battery Life, Webcam, Bluetooth, HDMI, Wi-Fi, Snow White, Windows 11 + 1 Year Microsoft 365","Offers Office for 1 year ??? When you go to activate Office, it only offers for 30 days. A bit disappointing.  Who would we contact to help with this issue???",4
"HP Premium 14-inch HD Thin and Light Laptop, Intel Dual-Core Processor, 8GB RAM, 64GB Storage, Long Battery Life, Webcam, Bluetooth, HDMI, Wi-Fi, Snow White, Windows 11 + 1 Year Microsoft 365","Laptop did not repeatedly respond to click on the keyboard, repeatedly!",2
"HP Premium 14-inch HD Thin and Light Laptop, Intel Dual-Core Processor, 8GB RAM, 64GB Storage, Long Battery Life, Webcam, Bluetooth, HDMI, Wi-Fi, Snow White, Windows 11 + 1 Year Microsoft 365",The laptop computer is worthless without any internal hard disk memory and I took it to my computer guy --and he said that it was not expandable -- they want to force you to use their cloud memory and pay big money for it--- it is an attempt to work you for more money-- I don't want to pay for cloud memory extra so I returned it -- I could of used an external hard drive but that cost extra money and I don't want to carry it with me everywhere -- eventually all computers may come with no internal memory rip you off ---,1
"HP Premium 14-inch HD Thin and Light Laptop, Intel Dual-Core Processor, 8GB RAM, 64GB Storage, Long Battery Life, Webcam, Bluetooth, HDMI, Wi-Fi, Snow White, Windows 11 + 1 Year Microsoft 365",This computer was purchased as a replacement.  I have to say it is well worth the money.  I would not hesitate to purchase it.  I bought it as a gift but thinking of getting one for myself.,5
"HP Premium 14-inch HD Thin and Light Laptop, Intel Dual-Core Processor, 8GB RAM, 64GB Storage, Long Battery Life, Webcam, Bluetooth, HDMI, Wi-Fi, Snow White, Windows 11 + 1 Year Microsoft 365","I got this Order March 24,2023, and I on thought in great. But, on the morning of May 4, 2023,  I  was watch You Tube and on it pause when I came back it would not on. I thought power, but power outer, and try redoing everything, I try waiting and redoing.  I try going Amazon,  4/24/2023windon return closed!  My Stuff in on it anyway, and in bought accessories.",1
"HP Premium 14-inch HD Thin and Light Laptop, Intel Dual-Core Processor, 8GB RAM, 64GB Storage, Long Battery Life, Webcam, Bluetooth, HDMI, Wi-Fi, Snow White, Windows 11 + 1 Year Microsoft 365","It’s a little slower than I expected being brand new. All in all, great product",4
"HP Premium 14-inch HD Thin and Light Laptop, Intel Dual-Core Processor, 8GB RAM, 64GB Storage, Long Battery Life, Webcam, Bluetooth, HDMI, Wi-Fi, Snow White, Windows 11 + 1 Year Microsoft 365",I had to make a return because it restarts every 5 minutes.  I do not recommend it.,1
"HP Premium 14-inch HD Thin and Light Laptop, Intel Dual-Core Processor, 8GB RAM, 64GB Storage, Long Battery Life, Webcam, Bluetooth, HDMI, Wi-Fi, Snow White, Windows 11 + 1 Year Microsoft 365",This laptop is horrible I can't download the app I want. Simply things like Chrome or zoom. I do not recommend this at all!,1
"HP Premium 14-inch HD Thin and Light Laptop, Intel Dual-Core Processor, 8GB RAM, 64GB Storage, Long Battery Life, Webcam, Bluetooth, HDMI, Wi-Fi, Snow White, Windows 11 + 1 Year Microsoft 365",I like the size. I use it mostly for on line shopping. I find that the speed is slow. Does a lot of spinning before it goes to a website or from one item to the next.,3
"HP Premium 14-inch HD Thin and Light Laptop, Intel Dual-Core Processor, 8GB RAM, 64GB Storage, Long Battery Life, Webcam, Bluetooth, HDMI, Wi-Fi, Snow White, Windows 11 + 1 Year Microsoft 365","Slow, froze up on the second day. And I have plenty of memory. Not reading an SC card. This is only 3 or 4 days of having the computer. It's disappointing.",3
"HP Premium 14-inch HD Thin and Light Laptop, Intel Dual-Core Processor, 8GB RAM, 64GB Storage, Long Battery Life, Webcam, Bluetooth, HDMI, Wi-Fi, Snow White, Windows 11 + 1 Year Microsoft 365",This device is too slow. Even simple tasks show spinning wheel. Don't waste your time or money on this. Saving you from returning.,1
"HP Premium 14-inch HD Thin and Light Laptop, Intel Dual-Core Processor, 8GB RAM, 64GB Storage, Long Battery Life, Webcam, Bluetooth, HDMI, Wi-Fi, Snow White, Windows 11 + 1 Year Microsoft 365",I’m trying to obtain the product key to activate Microsoft 365 and I’m being given the run around.  I will certainly return the laptop if this isn’t resolved soonest.,3
"HP Premium 14-inch HD Thin and Light Laptop, Intel Dual-Core Processor, 8GB RAM, 64GB Storage, Long Battery Life, Webcam, Bluetooth, HDMI, Wi-Fi, Snow White, Windows 11 + 1 Year Microsoft 365",I would  definitely give it a great product,3
"HP Premium 14-inch HD Thin and Light Laptop, Intel Dual-Core Processor, 8GB RAM, 64GB Storage, Long Battery Life, Webcam, Bluetooth, HDMI, Wi-Fi, Snow White, Windows 11 + 1 Year Microsoft 365","Tried to load e-mail, etc. but kept getting a blue screen and rebooting.  Returned.",1
"HP Premium 14-inch HD Thin and Light Laptop, Intel Dual-Core Processor, 8GB RAM, 64GB Storage, Long Battery Life, Webcam, Bluetooth, HDMI, Wi-Fi, Snow White, Windows 11 + 1 Year Microsoft 365",I like the smaller size & it's lightweight. Quick processing speed & perfect for my use.,5
"HP Premium 14-inch HD Thin and Light Laptop, Intel Dual-Core Processor, 8GB RAM, 64GB Storage, Long Battery Life, Webcam, Bluetooth, HDMI, Wi-Fi, Snow White, Windows 11 + 1 Year Microsoft 365",Good battery life,5
"HP Premium 14-inch HD Thin and Light Laptop, Intel Dual-Core Processor, 8GB RAM, 64GB Storage, Long Battery Life, Webcam, Bluetooth, HDMI, Wi-Fi, Snow White, Windows 11 + 1 Year Microsoft 365",Size is good,5
"HP Premium 14-inch HD Thin and Light Laptop, Intel Dual-Core Processor, 8GB RAM, 64GB Storage, Long Battery Life, Webcam, Bluetooth, HDMI, Wi-Fi, Snow White, Windows 11 + 1 Year Microsoft 365",I had nothing but problems from day one. It wasn't cleaned out and refurbished when received.. Now the LED lights don't work...,1
"HP Premium 14-inch HD Thin and Light Laptop, Intel Dual-Core Processor, 8GB RAM, 64GB Storage, Long Battery Life, Webcam, Bluetooth, HDMI, Wi-Fi, Snow White, Windows 11 + 1 Year Microsoft 365",I needed a laptop for my business and this works perfectly. Long lasting battery and the scrreis nice size. Windows 365 included for a year,5
"HP Premium 14-inch HD Thin and Light Laptop, Intel Dual-Core Processor, 8GB RAM, 64GB Storage, Long Battery Life, Webcam, Bluetooth, HDMI, Wi-Fi, Snow White, Windows 11 + 1 Year Microsoft 365",NEVER BROUGHT IT WAS NOT WORTH BUYING,1
"HP Premium 14-inch HD Thin and Light Laptop, Intel Dual-Core Processor, 8GB RAM, 64GB Storage, Long Battery Life, Webcam, Bluetooth, HDMI, Wi-Fi, Snow White, Windows 11 + 1 Year Microsoft 365",Set up was very easy and I'm happy with my purchase. The only thing I was expecting was my keyboard to look gold. It came black but I'm not mad.,5
"HP Premium 14-inch HD Thin and Light Laptop, Intel Dual-Core Processor, 8GB RAM, 64GB Storage, Long Battery Life, Webcam, Bluetooth, HDMI, Wi-Fi, Snow White, Windows 11 + 1 Year Microsoft 365",I love that it comes with Office 365 and all that it has to offer.,5
"Acer Aspire 5 A515-56-347N Slim Laptop - 15.6"" Full HD IPS Display - 11th Gen Intel i3-1115G4 Dual Core Processor - 8GB DDR4 - 128GB NVMe SSD - WiFi 6 - Amazon Alexa - Windows 11 Home in S Mode","This is an economy laptop that is marginally better than the average Chromebook.  Do not expect it to run the latest games or any graphically intensive applications.  With that stated, I am utilizing these at a non profit charity that which mostly utilizes cloud based applications.  These computers work very well at this task while providing the future proofing of being Windows 11 compliant.We are replacing ACER Aspire E15 series laptops with this model.  The E15s were mostly generation 7 & 8 I3 and i5 models with SATA III SSDs and 8GB of RAM.  The NVMe drives are much faster than the older SATA III drives.  I miss the extra RAM, but not enough to crack open these cases for upgrades.  My volunteers appreciate the lighter weight and slimmer size.  I don't remember the last time we actually utilized an optical drive or card reader which were lost with the slimmer case.These have smaller batteries than our older models.  That coupled with the CPU and RAM workload increase, means that I anticipate 5 - 6 hours of battery life utilizing basic cloud based applications.  Streaming movies or playing basic games will decrease the life more.  Non CPU intensive desktop productivity software should increase the battery life.  The power port is proprietary so you will need to carry the brick and cords if you need more battery life during your day.  From an IT prospective, this is a blessing due to the number of infected USB C chargers that have begun popping up in public spaces.Most of the volunteers in the organization are older and greatly appreciate the larger display size.  There is no touch display option.  The maximum resolution is 1920x1080, but the overall quality does not keep up with mid level or elite laptops.  The viewing angle is about 120 degrees from the side and less from the top.  Graphics performance is low.  The colors are not as rich and the contrast is not as dynamic as better displays.  This does include HDMI 2.0.  I do not think it could drive a display with higher resolution very well though.  It is fine for plugging presentations in to a projector or large display.  I do not see much improvement on this display vs the 2017 - 2019 ACER E15 series laptops these are replacing.The webcam is basic.  The speakers are small and face down.  There is a single microphone.  If you speak on calls, a headset is a must.  If you listen on calls, this is adequate provided your space is quiet enough for the small speakers.  The overall sound quality is a compromise between value and quality leaning heavily on value.The keyboard is textured.  It is not backlit.  There is not indication that Caps lock or Number Lock are engaged.  So far, I prefer it to the usual flat chiclet keyboards that haunt modern laptops.  The key response is good.  The number pad keys are smaller than the regular keys and some of the buttons are not in standard 10 key locations.  The keyboard also does not use the standard inverted T for the arrow keys.  This is either a learning curve or an annoyance depending on the user.  Time will tell regarding dust and foreign debris issues and how difficult it is to change a key, switch or the entire keyboard.The touchpad is large enough to cover the display area adequately.  It is sensitive enough to cover tap clicking or actual clicking depending on user preference.  I do miss the button that disables the touchpad to eliminate palm pressing, but that disappeared with optical drives on every computer.The ports are great.  This laptop has  2 USB 3.2 and one USB C on the left side, and one USB 2.0 on the right side.  It also has gigabit ethernet and HDMI 2.0 on the left side and a headphone port on the right side.  The SD card reader has disappeared to no big loss.  Many of my volunteers prefer corded mice and happen to be right handed.  A USB port on the right side is really nice.  The power port is proprietary since this is USB C instead of Thunderbolt 3/4.  That is a nice range of current and future connectivity.  The average user will not need to utilize a dock or USB hub with this laptop.The WI-FI supports both 2.4 and 5.0 Ghz protocols.  It maxes out at WI-FI 5 speeds.  The built in ethernet port is gigabit which maxes out at 125mbps.  Both are adequate for streaming, web browsing, email, and basic Internet use.  Most home networks are gigabit so this slots in very well.  I was able to maintain transfers at 2.3GBe with a USB 3.2 to 2.5GBe adapter.  There is no wireless upgrade option.You can access the main board and components with nothing more than a 00 Phillips screwdriver.  There is a single RAM slot and it utilizes NVMe 3.0.  The base model is a little light on both RAM and storage, but for a workstation, it is adequate.  For a more power user, you can upgrade both, which is nice and becoming rare in most laptops.  The NVMe drive is not heat shielded nor is it installed in a place with good airflow.  I would not be surprised to encounter heat throttling during periods of heavy use.  The overall drive life may be compromised as well.  Time will tell.  There are no additional unused SATA, PCI, or NVMe ports for expansion.  You cannot upgrade the CPU and there is no expansion port to add discrete graphics.  No surprise there.I immediately exited Windows S mode during initial setup.  Any program that won't allow a user to even utilize a different browser, isn't right for me.  This may be nice if you are attempting to keep users away from applications and websites of questionable origin but our desktop software will never be listed in the MS store and our cloud based software is not stable in Edge.The bottom line is that this laptop is designed for non power users and companies looking for a laptop that is more powerful and less controlled than the average Chromebook.  If your user experience is surfing the Internet, streaming videos, checking email, and running software that will never be listed in an App Store, this is a great option.  If you want to play games, or edit video or graphics, this is not the right choice for you.  Based on previous ACER experience, we anticipate 5 years of service out of these which is a great return of investment.",4
"Acer Aspire 5 A515-56-347N Slim Laptop - 15.6"" Full HD IPS Display - 11th Gen Intel i3-1115G4 Dual Core Processor - 8GB DDR4 - 128GB NVMe SSD - WiFi 6 - Amazon Alexa - Windows 11 Home in S Mode","If I thought anyone would read the one to two star reviews, that's more likely what I would have rated this product. The laptop itself is fine but the operating system experience is really the part that makes me regret my purchase.For context my wife owns a slightly earlier model of this laptop and it seemed decent so I purchased the Acer Aspire 5 A515-56-53S3 model. I opted to spring for the model with a decent graphics card (Iris XE) and larger solid state drive(storage) because my intent was to use this to play low end/low effort games on the couch while the kiddo and wife watched shows or movies. Even though it suffers from a shortage of RAM, it does seem like it will serve the purpose however I am disappointed with the user experience overall.Straight to the point: Windows 11 is awful. My wife's laptop came with windows 10, I helped her set it up and customize it the way she likes it. The laptop I just purchased came with windows 11 and it is an entirely different story. The initial setup alone was exhausting with multiple attempts by Microsoft to get me to agree to letting them track everything I do, including specific text regarding logging everything I type as well as my browser history and web interactions. They also attempt to sell you Microsoft services right off the bat in the form of free trial periods for 365, their cloud services and more. A few of them even note ""credit card required"" next to the automatically checked box if you wanted to continue. To me this felt pretty crummy. I just bought a 500 dollar laptop and they are already trying to get more money out of me before I even finish the initial setup. Acer adds to the issue by also offering deals, software and registering the product in exchange for services I have absolutely no interest in.It would be alright if it stopped there but unfortunately that is only the beginning of my disdain. I have only had the laptop for about 19 days and yet it seems like every other time I boot up the system something new pops up. The first few times it was programs installing themselves and congratulating me on my newly unrequested/not permitted acquisitions. Acer took it upon themselves to load Norton Antivirus on my system well after I finished the initial setup process. Icons for Amazon web games are created and appear in my start bar/menu randomly. I've deleted the Microsoft edge browser icon off my desktop and start bar and yet it continues to reappear. Its asked to update 3 times in the 19 days that I've owned it. It seems like one of out every 3 times I start the system it seems slow and sluggish to fully load windows only to find out something has been added without my consent. Which is especially anoying seeing that the system already comes with tons of applications pre loaded similar to buying a new smart phone. Tiktok, messanger apps, amazon prime, Disney+ and more, perhaps Im getting old but I would much rather install what I want myself then have to uninstall tons of apps I will never use from the system.As stated before there is not much RAM, even on the higher end model I purchased. Checking the performance page in task manager you can see that even without any other self installed apps running, windows and Acer's apps consume 4 of the 8 GB of system RAM. Uninstalling and shutting down a bunch of truly unessential apps and services I was able to get it down to 3/8 GB. The 256GB SSD is also already partially consumed by windows itself which no amount of uninstalling pre loaded apps seems to resolve.It does have enough resources to play games including some older titles that have 3D graphic requirements. I have not tried to play modern titles or expect it to play more graphic intensive titles but 3D style graphic MMORPGs, Adventure games and the like run pretty well. It does seem to have some issues playing intros and cut scenes sometimes and most annoying is the fact that letting the laptop go to sleep by inactivity or closing the lid causes most games to either crash outright or become slow and consistently stutter to the point where you have to close and reopen the application to resolve the issue.Battery life is about where I would expect it. Playing graphic games seems to drain it pretty quick. 90% to 40% in about 2 hours of running a low end games. It will last a short flight or a long movie but I expect to have to have it plugged in when ever I wanna really sink into playing something. Speakers are good enough as I wouldn't expect anything great out of a compact laptop. Screen looks crisp and bright.I cannot say I will likely return the laptop just based on the fact that almost all other laptops available at this point will will also have Windows 11 installed. Its not really an issue with the hardware as much as it's just the operating system that really rubs me the wrong way. I don't feel like its my personal computer. It feels more like a smart phone. I am having less and less faith the system will stay how I left it. The updates are forced and can only be put off for a max of 3 weeks. Gone are the days of getting a system how you like it and it staying that way. Here to stay is the age of only partial owning your system, being subjected to constant updates and with that the assumption its going to run worse and worse over time, plus always having some new unwanted surprise in store every time it is powered up.",3
"Acer Aspire 5 A515-56-347N Slim Laptop - 15.6"" Full HD IPS Display - 11th Gen Intel i3-1115G4 Dual Core Processor - 8GB DDR4 - 128GB NVMe SSD - WiFi 6 - Amazon Alexa - Windows 11 Home in S Mode","Terrific display, sensitive touch pad and keyboard.  More ports than you would expect. Comes with 8 GB memory and 128 KB Nve solid state drive.  The small drive size is a result of the price point of this laptop.  However the laptop comes with some screws and a cable to install a second sata drive in an existing bay inside the laptop. Instructions for installing are on line, and are pretty easy. Remove several screws holding the bottom cover. Pry off cover, disconnect the battery cable, connect provided cable to hard drive, install sata drive with provided screws, connect other end of cable to connector on computer board. Reconnect battery Icable. Result for an extra $40.00, now have a 500GB internal Sata drive in addition to the 128 GB boot drive. I was a little concerned about the i3 processor having adequate power, however the machine boots up quickly, browsing fine with many tabs opened, so more than adequate for what I use it for. I don't do gaming. Also computer comes in its ow n box which is then put in a separate shipping box. Prime shipping in 2 days. Not a mark or ding even on the shipping box!",5
"Acer Aspire 5 A515-56-347N Slim Laptop - 15.6"" Full HD IPS Display - 11th Gen Intel i3-1115G4 Dual Core Processor - 8GB DDR4 - 128GB NVMe SSD - WiFi 6 - Amazon Alexa - Windows 11 Home in S Mode","Has all the features as described. Great look, lightweight. Solid laptop. Reliable for basic uses like typing, reading, watching videos, checking email, surfing the web, etc. Opting out of Window S is an ease and highly recommended. One minor issue the solution to which I haven't figured out is that whenever I take the laptop out of the house and bring it back, I will have to restart it to be able to connect to the wireless at home. Still a great laptop at a decent price. I bought 2 of them.",5
